run,dz_near_sel,dz_far,A_near,sel_count
low_shear,0.0061460318975150585,-0.07224488258361816,0.0005000000237487257,185
medium_shear,0.012276817113161087,-0.03404514491558075,0.0005000000237487257,185
high_shear,-0.029483651742339134,0.030059698969125748,0.0005000000237487257,185
